"round_num","validation/validation_time_in_seconds","sparse_categorical_accuracy","validation/sparse_categorical_accuracy","train_step_time_in_seconds","train_steps_per_hour","validation/loss","loss"
0.0,18.872270107269287,"",0.004400965292006731,"","",4.137057304382324,""
1,18.375502586364746,0.04690522328019142,0.02147567830979824,7.920621871948242,454.50976680881564,4.055331707000732,4.037675380706787
2,18.389702320098877,0.056716419756412506,0.0556638240814209,3.0987539291381836,1161.7573006196144,3.9475960731506348,3.9845669269561768
3,18.321709156036377,0.054630592465400696,0.058980681002140045,2.906139850616455,1238.7566273647712,3.856445074081421,3.900993824005127
4,18.16616940498352,0.058465857058763504,0.05565091595053673,3.2224016189575195,1117.179180528291,3.7927303314208984,3.8975143432617188
5,18.304179430007935,0.04961240291595459,0.05565091595053673,2.7959163188934326,1287.5921842413395,3.750779628753662,3.83854079246521
6,18.08541226387024,0.06368330121040344,0.05565091595053673,2.8248515129089355,1274.4032681182746,3.7285969257354736,3.8002781867980957
7,18.127864122390747,0.04847058653831482,0.05596066266298294,2.9208621978759766,1232.5127842792058,3.722132682800293,3.794154167175293
8,17.859673500061035,0.05134135112166405,0.053289107978343964,3.245567560195923,1109.2050722193812,3.731281280517578,3.82366681098938
9,17.99068832397461,0.05225653201341629,0.053289107978343964,2.8185853958129883,1277.236448236695,3.7298178672790527,3.789877414703369
10,18.016273498535156,0.04830917716026306,0.053289107978343964,2.6791141033172607,1343.7277626744249,3.726921558380127,3.7700765132904053
11,17.966389417648315,0.05841371789574623,0.06667269021272659,2.853734016418457,1261.5050944790344,3.722036600112915,3.7338178157806396
12,17.99307417869568,0.05079365149140358,0.05552185699343681,2.8248867988586426,1274.387349416809,3.7045421600341797,3.7170681953430176
13,17.90806818008423,0.0564153753221035,0.05214047059416771,3.130403995513916,1150.0113100925782,3.68414044380188,3.740324020385742
14,17.84241819381714,0.05771873518824577,0.05214047059416771,3.239466428756714,1111.2941217858697,3.6721413135528564,3.738173007965088
15,17.861216068267822,0.055532004684209824,0.05214047059416771,3.0905065536499023,1164.8575848345583,3.673349380493164,3.784494638442993
16,17.866304874420166,0.05584016442298889,0.05828375369310379,2.7636215686798096,1302.6385525423914,3.6770284175872803,3.706307888031006
17,17.832587480545044,0.05768274515867233,0.10129964351654053,2.923644781112671,1231.3397384171699,3.6729896068573,3.7018468379974365
18,17.84129762649536,0.06270810216665268,0.07260947674512863,3.0954995155334473,1162.9786992163727,3.670714855194092,3.6403253078460693
19,17.86645746231079,0.06810709089040756,0.06179419904947281,2.8955583572387695,1243.2835245748568,3.665774345397949,3.637619972229004
20,17.807804107666016,0.07944250851869583,0.06081334128975868,2.323686361312866,1549.26243917274,3.6563491821289062,3.64689564704895
21,17.748977184295654,0.06953223794698715,0.06050359457731247,3.206672430038452,1122.6591048954854,3.6540205478668213,3.712763786315918
22,17.95805835723877,0.06327372789382935,0.0926525816321373,2.9387454986572266,1225.0125101492845,3.6568353176116943,3.6927664279937744
23,17.873239278793335,0.08502993732690811,0.17490288615226746,2.740405321121216,1313.674284695626,3.6505849361419678,3.52647066116333
24,18.049787282943726,0.06597845256328583,0.18685388565063477,3.209759473800659,1121.579367359031,3.6308484077453613,3.650907039642334
25,18.018216848373413,0.08140064030885696,0.18438883125782013,3.145512819290161,1144.4874673289048,3.6122753620147705,3.648501396179199
26,17.706581115722656,0.08440276235342026,0.2030768096446991,2.9093823432922363,1237.3760390414227,3.589428186416626,3.561619758605957
27,17.85096836090088,0.11015325784683228,0.22857917845249176,3.194531202316284,1126.9259155740033,3.5659890174865723,3.582791328430176
