"validation/sparse_categorical_accuracy","validation/loss","round_num","train_steps_per_hour","train_step_time_in_seconds","loss","validation/validation_time_in_seconds","sparse_categorical_accuracy"
0.5668082237243652,1.7526243925094604,61,34.78802559197908,103.48388385772705,1.4923956394195557,176.45853996276855,0.6417297124862671
0.5721254944801331,1.7184488773345947,62,31.59694197234678,113.93507647514343,1.5102393627166748,179.8179154396057,0.6422609686851501
0.5784881711006165,1.6864078044891357,63,29.82484977895392,120.70471525192261,1.657897710800171,170.2064118385315,0.5914310812950134
0.5845927596092224,1.6531096696853638,64,32.80915990278299,109.72545504570007,1.461661458015442,176.44549441337585,0.6318709254264832
0.5902326703071594,1.6206883192062378,65,32.32981136276589,111.35233545303345,1.3206218481063843,183.51057314872742,0.6749396324157715
0.5966340899467468,1.5888972282409668,66,32.45448070129199,110.92459106445312,1.4196382761001587,180.22973012924194,0.6500797271728516
0.6025192737579346,1.5578235387802124,67,30.77607159556196,116.97399353981018,1.4160319566726685,167.44663858413696,0.6524961590766907
0.6083269715309143,1.5276000499725342,68,34.07640321278844,105.64495253562927,1.3213614225387573,178.21463799476624,0.6675043106079102
0.6137991547584534,1.4997256994247437,69,33.43979073696968,107.65617609024048,1.3457626104354858,175.25802755355835,0.6637755036354065
0.6196843385696411,1.4723209142684937,70,30.106438717165318,119.57575035095215,1.1949495077133179,166.49105095863342,0.6997057199478149
0.6252210140228271,1.4465233087539673,71,48.034079354498076,74.9467887878418,1.3210169076919556,134.21124124526978,0.6744645833969116
0.6303060054779053,1.4212566614151,72,58.323478878242504,61.72471308708191,1.2503015995025635,73.9956910610199,0.6863134503364563
0.6357265710830688,1.3976484537124634,73,217.9810599587231,16.515196323394775,1.2421743869781494,18.326399326324463,0.6852527260780334
0.6407082676887512,1.3746463060379028,74,332.2892148513165,10.833935737609863,1.2745230197906494,18.10089874267578,0.6783717274665833
0.6456642150878906,1.3535906076431274,75,390.73620893069665,9.213376998901367,1.0603107213974,17.891984224319458,0.7268989086151123
0.6495618224143982,1.3333580493927002,76,386.3219737139263,9.318651914596558,1.2035080194473267,17.963590383529663,0.6908408999443054
