"validation/sparse_categorical_accuracy","train_steps_per_hour","round_num","sparse_categorical_accuracy","validation/validation_time_in_seconds","validation/loss","loss","train_step_time_in_seconds"
0.7686718106269836,71.65571531360486,97,0.7760555744171143,177.63507390022278,0.7497370839118958,0.756806492805481,50.240235328674316
0.7797710299491882,80.93105690837984,98,0.7944444417953491,184.40533566474915,0.7125973105430603,0.6997436285018921,44.4823055267334
0.7874114513397217,64.5445768108534,99,0.7703842520713806,168.54126811027527,0.6924023628234863,0.7738254070281982,55.77540636062622
0.7910122275352478,75.34415004514489,100,0.7944349646568298,178.03430795669556,0.6861537098884583,0.6953532695770264,47.780750036239624
0.7896957993507385,65.9208780738434,101,0.7908942103385925,176.02898454666138,0.6899732351303101,0.7359682321548462,54.610923051834106
0.7857078313827515,70.73527645459212,102,0.7928994297981262,175.30182552337646,0.7003029584884644,0.7311364412307739,50.893983602523804
0.7825329303741455,67.48377234673134,103,0.7892857193946838,180.15597796440125,0.7064011693000793,0.6995095014572144,53.346158266067505
0.7813584804534912,70.17405943069996,104,0.7938144207000732,179.13687825202942,0.7032878398895264,0.7396925687789917,51.301008224487305
0.7816940546035767,73.37987662116458,105,0.7694330811500549,150.50916194915771,0.6943594217300415,0.8190856575965881,49.05977177619934
0.784068763256073,92.13032868088882,106,0.7874265909194946,134.25092244148254,0.6811274886131287,0.7176175713539124,39.07508039474487
