"round_num","sparse_categorical_accuracy","round_time_in_seconds","validation/eval/sparse_categorical_accuracy","validation/eval/loss","validation/stat/num_examples","validation/validation_time_in_seconds","loss"
186,0.14000000059604645,82.02225279808044,0.0729999989271164,4.006714344024658,10000,82.9593858718872,3.332134246826172
187,0.17100000381469727,81.8913402557373,0.06260000169277191,4.083837032318115,10000,83.0605058670044,3.311574935913086
188,0.1860000044107437,82.30696249008179,0.07069999724626541,4.044010162353516,10000,82.90876364707947,3.128570795059204
189,0.15199999511241913,82.23450708389282,0.07559999823570251,4.085463523864746,10000,82.94267439842224,3.3208935260772705
190,0.16699999570846558,83.30646181106567,0.0803999975323677,4.017455577850342,10000,83.17497706413269,3.336545467376709
191,0.17599999904632568,81.87818574905396,0.062300000339746475,4.114482402801514,10000,82.8730320930481,3.2343227863311768
192,0.17800000309944153,82.77270245552063,0.07119999825954437,4.0783610343933105,10000,83.13344502449036,3.21502685546875
193,0.1860000044107437,83.02041029930115,0.06750000268220901,4.059451103210449,10000,83.13414549827576,3.2026426792144775
194,0.12600000202655792,82.79897165298462,0.07559999823570251,4.027825355529785,10000,82.77568936347961,3.4460012912750244
195,0.16200000047683716,82.09092116355896,0.07680000364780426,4.011350631713867,10000,83.07994198799133,3.2699484825134277
196,0.18799999356269836,82.62669134140015,0.06679999828338623,4.100107192993164,10000,82.93507218360901,3.2751593589782715
197,0.14499999582767487,82.25618767738342,0.07699999958276749,4.006921291351318,10000,82.86566853523254,3.33613657951355
198,0.15600000321865082,82.04014897346497,0.07959999889135361,3.99438738822937,10000,90.99159145355225,3.270559549331665
199,0.18700000643730164,84.54315686225891,0.0706000030040741,4.044551849365234,10000,93.8186776638031,3.221367120742798
200,0.19099999964237213,83.55418109893799,0.08309999853372574,4.031793117523193,10000,93.73146414756775,3.1704139709472656
201,0.17000000178813934,83.12092638015747,0.08219999819993973,4.019125461578369,10000,92.94629263877869,3.20595383644104
202,0.15800000727176666,84.32199311256409,0.07919999957084656,3.968895196914673,10000,94.31347680091858,3.4574878215789795
203,0.20100000500679016,84.91906952857971,0.07559999823570251,3.994332790374756,10000,94.76350665092468,3.104846477508545
204,0.15299999713897705,83.01628732681274,0.0763000026345253,4.0050764083862305,10000,94.6637020111084,3.307110548019409
205,0.18000000715255737,83.9078266620636,0.0714000016450882,4.018836498260498,10000,95.06700468063354,3.276038408279419
206,0.16200000047683716,84.70519685745239,0.07989999651908875,3.995457887649536,10000,94.45317482948303,3.3185653686523438
207,0.1860000044107437,84.42681813240051,0.08410000056028366,3.9953057765960693,10000,94.26190567016602,3.101435661315918
208,0.16699999570846558,84.70475268363953,0.0803999975323677,4.027754783630371,10000,94.07652854919434,3.217459201812744
209,0.15800000727176666,83.56788086891174,0.08009999990463257,3.990321397781372,10000,94.80221176147461,3.239574432373047
210,0.1720000058412552,82.30977249145508,0.08810000121593475,3.9784135818481445,10000,82.86159181594849,3.242095708847046
211,0.15800000727176666,81.60615062713623,0.08429999649524689,3.983424186706543,10000,83.11087846755981,3.375079393386841
212,0.17800000309944153,82.60083365440369,0.08649999648332596,3.998674154281616,10000,82.96653270721436,3.2580714225769043
213,0.1940000057220459,82.24230217933655,0.08139999955892563,3.9933109283447266,10000,83.01501178741455,3.052253007888794
214,0.15600000321865082,82.21255922317505,0.07159999758005142,4.025476932525635,10000,82.9506905078888,3.2710208892822266
215,0.15199999511241913,81.89458203315735,0.07890000194311142,3.972958564758301,10000,82.93893527984619,3.3557188510894775
216,0.18299999833106995,82.39401292800903,0.07609999924898148,4.031551837921143,10000,82.99963426589966,3.00469708442688
217,0.1679999977350235,82.57149863243103,0.08320000022649765,4.010810375213623,10000,83.12077188491821,3.1317481994628906
218,0.17399999499320984,81.7028477191925,0.08990000188350677,3.960844039916992,10000,82.9228515625,3.241318702697754
219,0.15399999916553497,82.07087254524231,0.07819999754428864,4.045067310333252,10000,86.11898946762085,3.3107810020446777
220,0.16599999368190765,83.86410856246948,0.08730000257492065,3.9941022396087646,10000,91.88461971282959,3.250108480453491
221,0.18799999356269836,83.11980891227722,0.07729999721050262,3.9959592819213867,10000,83.05622148513794,3.185788631439209
222,0.16699999570846558,82.09644675254822,0.08150000125169754,4.016530990600586,10000,82.88764810562134,3.279489755630493
223,0.14800000190734863,81.99928903579712,0.08009999990463257,4.034170627593994,10000,83.10295009613037,3.3032541275024414
224,0.14900000393390656,81.9733338356018,0.08510000258684158,3.99521803855896,10000,83.21030783653259,3.359240770339966
225,0.1720000058412552,83.74750852584839,0.07850000262260437,4.006289482116699,10000,83.30197954177856,3.1745831966400146
226,0.20399999618530273,81.8077781200409,0.09019999951124191,3.981747627258301,10000,83.03925013542175,3.0776307582855225
227,0.17000000178813934,82.19385027885437,0.09309999644756317,3.932467460632324,10000,83.10307598114014,3.2282943725585938
228,0.17000000178813934,82.50068259239197,0.08429999649524689,3.993530750274658,10000,83.02694845199585,3.2225687503814697
229,0.15800000727176666,83.38508486747742,0.09030000120401382,3.959477424621582,10000,83.07178378105164,3.2509779930114746
230,0.18299999833106995,82.82547330856323,0.09200000017881393,3.958491802215576,10000,83.16679000854492,3.0869739055633545
231,0.12399999797344208,82.14560437202454,0.08780000358819962,3.9831340312957764,10000,83.05253338813782,3.4162561893463135
232,0.16899999976158142,82.64972996711731,0.08030000329017639,4.004461288452148,10000,82.96237993240356,3.022993803024292
233,0.19300000369548798,82.04206871986389,0.07930000126361847,3.9721875190734863,10000,83.4149603843689,3.206592559814453
234,0.16899999976158142,82.24756741523743,0.0803999975323677,4.006265163421631,10000,82.69084167480469,3.181475877761841
235,0.16899999976158142,82.37782144546509,0.07840000092983246,4.060904502868652,10000,83.03896832466125,3.2382466793060303
236,0.16300000250339508,82.51189136505127,0.08489999920129776,3.992732048034668,10000,82.8284695148468,3.133625030517578
237,0.1589999943971634,82.358389377594,0.09160000085830688,3.945241689682007,10000,83.16361045837402,3.2454111576080322
238,0.1899999976158142,80.85392689704895,0.08259999752044678,4.0017194747924805,10000,83.48252749443054,3.212710380554199
239,0.18299999833106995,82.13202023506165,0.08380000293254852,4.001181602478027,10000,83.0532283782959,3.2114877700805664
240,0.19099999964237213,82.85521841049194,0.07750000059604645,3.9972479343414307,10000,83.20352959632874,3.1300604343414307
241,0.1940000057220459,82.54454159736633,0.07440000027418137,3.9923624992370605,10000,83.08242344856262,3.134568214416504
242,0.19200000166893005,82.21162438392639,0.08219999819993973,3.951230525970459,10000,82.99244689941406,3.151278257369995
243,0.1889999955892563,82.48250699043274,0.09049999713897705,3.927640199661255,10000,83.04618740081787,3.1779727935791016
244,0.18700000643730164,82.4834794998169,0.09160000085830688,3.9377338886260986,10000,83.04737257957458,2.997734785079956
245,0.19200000166893005,81.74496102333069,0.07519999891519547,4.015079975128174,10000,82.93347835540771,3.0412352085113525
246,0.17100000381469727,81.90742611885071,0.08789999783039093,3.9617793560028076,10000,83.3074700832367,3.2419209480285645
